location,mintemp,maxtemp,rainfall,evaporation,sunshine,winddir,windspeed,humidity,pressure,cloud,temp,raintoday,raintom
Albury,5.7,25.7,0,NA,NA,SSE,11,42,1026.1,NA,24.9,No,No
Albury,8.3,28,0,NA,NA,NNW,13,34,1021.7,NA,27.5,No,No
Albury,11.3,24.7,0,NA,NA,S,11,47,1022.7,1,23.6,No,No
Albury,13.3,25.9,0,NA,NA,S,11,48,1020.8,NA,25.3,No,No
Albury,11.7,30.9,0,NA,NA,WNW,11,27,1015.4,NA,30.3,No,No
Albury,18,28.4,0,NA,NA,SW,13,49,1006.3,NA,26.7,No,Yes
Albury,11.9,20.6,12.2,NA,NA,SSE,20,60,1012.5,8,19.3,Yes,No
Albury,11.7,23.3,0,NA,NA,SE,9,46,1018.3,NA,21.9,No,No
Albury,8.8,23.8,0,NA,NA,ENE,15,43,1017.9,NA,22.6,No,No
Albury,12.4,25.9,0,NA,NA,NE,19,56,1011.5,NA,24.7,No,Yes
Albury,16.7,25,1.2,NA,NA,NW,20,63,1009.9,8,24,Yes,No
Albury,9.9,20.1,0,NA,NA,W,28,54,1015.6,NA,19.1,No,No
Albury,6.4,23.1,0,NA,NA,W,13,41,1019.6,NA,21.3,No,No
Albury,9.3,24.8,0,NA,NA,WNW,15,39,1015.2,NA,23.4,No,No
Albury,11.4,22.2,0,NA,NA,WSW,28,51,1011.1,NA,21.2,No,No
Albury,9.3,22.3,0,NA,NA,WNW,20,29,1012.4,NA,21.9,No,No
Albury,8.1,26.6,0,NA,NA,ESE,11,36,1015.5,NA,24.5,No,No
Albury,9.8,29.6,0,NA,NA,SE,17,36,1012.5,NA,28.7,No,No
Albury,13.8,32.9,0,NA,NA,NNW,15,44,1006.4,7,27.1,No,Yes
Albury,15.8,28.5,5.4,NA,NA,E,17,47,1011,NA,27.5,Yes,No
Albury,16.7,30.1,0,NA,NA,WSW,13,43,1009.6,NA,28.8,No,No
Albury,15.7,31.2,0,NA,NA,NNW,24,51,1008.8,NA,28.9,No,Yes
Albury,13.9,22.8,34.8,NA,NA,W,22,38,1015.5,1,21.6,Yes,No
Albury,9.6,25.3,0,NA,NA,N,13,30,1020.3,NA,24,No,No
Albury,12.5,27,0,NA,NA,WSW,19,32,1016,NA,26.7,No,No
Albury,13,28.3,0,NA,NA,NNE,6,32,1011.7,NA,28,No,No
Albury,16.1,28.3,0,NA,NA,W,30,31,1008.3,NA,27.6,No,No
Albury,11.9,29.3,0,NA,NA,W,19,29,1014.5,NA,28.4,No,No
Albury,16,22,0,NA,NA,SSW,7,78,1016.6,8,19.4,No,No
Albury,12.8,27.5,0.2,NA,NA,SSE,11,52,1015.4,NA,26.3,No,No
Albury,15.1,31.9,0,NA,NA,NNW,11,36,1013,4,30.5,No,No
Albury,19.9,29.6,0,NA,NA,SSE,19,62,1008.4,7,26.5,No,No
Albury,17.4,22.8,0,NA,NA,WNW,24,44,1013.6,NA,20.7,No,No
Albury,8.1,23.5,0,NA,NA,WSW,19,36,1014.3,NA,22.6,No,Yes
Albury,11.9,22.7,2.6,NA,NA,NNW,7,39,1009.8,NA,22.2,Yes,No
Albury,10,24.4,0,NA,NA,SE,17,30,1017.3,NA,23.5,No,No
Albury,10.8,26,0,NA,NA,NA,NA,NA,NA,NA,NA,No,Yes
Albury,15,20,11,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Yes
Albury,15,25,44,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Yes
Albury,15,27,14,NA,NA,NA,NA,NA,NA,NA,NA,Yes,No
Albury,12,31.5,0,NA,NA,NW,11,29,1013.3,NA,29.6,No,No
Albury,18.4,35.9,0,NA,NA,N,22,22,1007.1,1,34.8,No,Yes
Albury,19.2,21.6,16.6,NA,NA,WNW,15,87,1013,8,15.6,Yes,Yes
Albury,7.2,22.9,2.8,NA,NA,WSW,11,32,1019.7,NA,20.8,Yes,No
Albury,10.6,23.6,0,NA,NA,NW,6,38,1018.7,NA,22.7,No,No
Albury,10.2,27.1,0,NA,NA,WNW,7,34,1014.8,3,25.3,No,No
Albury,9.7,22.9,0,NA,NA,SE,15,35,1014.8,NA,21.4,No,No
Albury,9.6,22.5,0,NA,NA,SE,20,35,1017,NA,21.6,No,No
Albury,8.5,25,0,NA,NA,S,9,36,1014.4,NA,22.6,No,No
Albury,12.6,26.6,0,NA,NA,SSW,13,38,1010.4,NA,25.2,No,No
Albury,15,29,0,NA,NA,NE,6,37,1009.5,NA,27.7,No,No
Albury,13.6,29.1,0,NA,NA,ENE,13,32,1009.3,NA,28.4,No,No
Albury,17.8,25.1,0,NA,NA,ESE,9,58,1005.8,8,24.3,No,Yes
Albury,15.8,28.3,12.2,NA,NA,SW,19,55,1000.7,6,25.6,Yes,No
Albury,10.9,26.7,0,NA,NA,W,11,43,1004.4,2,25.6,No,No
Albury,12.6,24.6,0,NA,NA,SSW,13,36,1008.1,2,24.5,No,No
Albury,11,25,0,NA,NA,SE,13,36,1013.4,NA,23.6,No,No
Albury,11.7,27.7,0,NA,NA,SSE,9,35,1014.3,NA,26.1,No,No
Albury,14.2,28.9,0,NA,NA,ENE,11,43,1015.6,NA,27.5,No,No
Albury,14,30.7,0,NA,NA,N,11,35,1015.4,1,28.9,No,No
Albury,19.3,25.6,0,NA,NA,NE,28,50,1010.4,8,23.6,No,Yes
Albury,18.7,27.8,3.6,NA,NA,WNW,19,47,1005.3,7,25.9,Yes,No
Albury,13.4,29.9,0,NA,NA,ENE,7,37,1011.3,NA,28.6,No,No
Albury,18.6,28.5,0,NA,NA,E,13,47,1013.1,1,26,No,No
Albury,16.4,29.6,0.6,NA,NA,SE,9,42,1012.3,NA,28,No,No
Albury,15.2,31.3,0,NA,NA,SE,6,33,1010.9,NA,29.5,No,No
Albury,16,33.1,0,NA,NA,SSE,13,34,1009.6,NA,32.1,No,Yes
Albury,17.4,26.6,5.2,NA,NA,N,9,93,1007.9,NA,20.3,Yes,Yes
Albury,17,29.4,9,NA,NA,SW,24,48,1002.6,NA,28.2,Yes,No
Albury,15,29,0,NA,NA,ENE,6,45,1008,NA,26.5,No,No
Albury,15.2,29.4,0,NA,NA,WSW,13,40,1010.2,NA,26.6,No,No
Albury,13.8,29.7,0,NA,NA,SSE,11,28,1012.5,NA,27.9,No,No
Albury,15,30.4,0,NA,NA,SSE,11,33,1015.9,NA,28.4,No,No
Albury,15.8,31.8,0,NA,NA,W,24,36,1015.9,NA,29.3,No,No
Albury,15.7,34.9,0,NA,NA,SSW,7,27,1013.2,NA,33.4,No,No
Albury,17.8,36,0,NA,NA,S,15,30,1012.9,NA,35,No,No
Albury,19.7,38.9,0,NA,NA,W,15,21,1011.8,NA,38.8,No,No
Albury,20.5,32.5,0,NA,NA,W,9,41,1011.7,NA,30.4,No,No
Albury,13.3,30.6,0.4,NA,NA,SW,17,23,1011.6,NA,29.2,No,No
Albury,12.6,29.2,0,NA,NA,SSW,13,21,1012.3,NA,26.8,No,No
Albury,11.7,33.4,0,NA,NA,NE,9,19,1007.5,NA,30.7,No,Yes
Albury,19.1,26.1,5.6,NA,NA,WSW,13,85,1002.1,NA,22.6,Yes,Yes
Albury,12.7,24.6,3.8,NA,NA,W,28,33,1009.4,NA,23.3,Yes,No
Albury,10.8,24.8,0,NA,NA,W,30,30,1008.7,1,23.5,No,No
Albury,12,19.5,0.4,NA,NA,WSW,39,34,1008.6,3,18.9,No,Yes
Albury,6.2,25,1.2,NA,NA,N,9,34,1015.6,NA,22.3,Yes,No
Albury,9.9,28.3,0,NA,NA,WSW,19,31,1013.3,NA,26.5,No,No
Albury,13.3,29.4,0,NA,NA,ESE,15,26,1012.6,NA,27.7,No,No
Albury,15.1,31,0,NA,NA,SSE,9,37,1014.5,2,29.7,No,No
Albury,16.5,31.6,0,NA,NA,NE,20,30,1017.1,3,29.3,No,No
Albury,18.9,33.4,0,NA,NA,ENE,11,30,1016.6,NA,31.6,No,No
Albury,16.1,30.7,0,NA,NA,ESE,15,55,1014.7,7,25,No,No
Albury,17.8,36.1,0.4,NA,NA,NW,11,26,1012.8,NA,34.2,No,No
Albury,20.1,36.2,0,NA,NA,W,19,23,1010.2,NA,34.4,No,No
Albury,18.5,35.3,0,NA,NA,S,11,28,1010.7,NA,33.5,No,No
Albury,20.9,33,0,NA,NA,S,11,29,1017.6,NA,31.4,No,No
Albury,14,32.1,0,NA,NA,SE,7,23,1016.5,NA,30.6,No,No
Albury,16.3,32.8,0,NA,NA,WSW,7,30,1012.9,NA,31.1,No,No
Albury,17.8,35.5,0,NA,NA,ESE,11,18,1009.2,NA,34.5,No,No
Albury,17.5,36.4,0,NA,NA,WSW,7,24,1010,NA,34.9,No,No
Albury,19.9,35.4,0,NA,NA,E,9,29,1011.3,1,33.6,No,No
Albury,19.9,34.5,0,NA,NA,S,6,29,1008.7,NA,32.4,No,No
Albury,20,36,0,NA,NA,ENE,19,28,1002.4,1,33.8,No,Yes
Albury,20.8,29.1,26.8,NA,NA,NNW,28,69,995.4,8,27,Yes,Yes
Albury,15.1,27.9,9,NA,NA,W,19,33,1008.2,1,26.2,Yes,No
Albury,14.9,28.5,0,NA,NA,S,11,38,1010.3,NA,26.7,No,No
Albury,15.2,29.4,0,NA,NA,NNE,7,32,1006.8,NA,28.5,No,No
Albury,17,29.8,0,NA,NA,WSW,20,39,1003.3,NA,27.4,No,No
Albury,15.5,32.5,0,NA,NA,SW,15,32,1002,1,30.7,No,No
Albury,16,33.5,0,NA,NA,N,24,29,995.7,1,32.9,No,Yes
Albury,11.1,25.6,1.4,NA,NA,WNW,15,29,1004.6,NA,23.2,Yes,No
Albury,10.9,28.1,0,NA,NA,SE,11,29,1006.5,NA,25.9,No,No
Albury,12,28.9,0,NA,NA,N,15,25,1009.3,NA,26.6,No,No
Albury,14.8,24.6,0,NA,NA,ESE,11,57,1010,2,22.8,No,Yes
Albury,13.8,27.4,3.6,NA,NA,WNW,30,43,1008.1,8,22.9,Yes,No
Albury,11.5,27.8,0,NA,NA,WNW,11,42,1009.2,8,25.1,No,Yes
Albury,12,29.4,3.2,NA,NA,ENE,7,36,1012.2,8,27.2,Yes,No
Albury,13.5,29.7,0,NA,NA,S,11,30,1014.5,NA,28.1,No,No
Albury,14.7,31.4,0,NA,NA,SE,11,34,1016.4,3,30,No,No
Albury,15,31.9,0,NA,NA,N,6,31,1015.6,8,30.9,No,No
Albury,16.9,28.3,0.4,NA,NA,SSE,13,63,1017.2,8,23.6,No,No
Albury,17.6,31.3,0,NA,NA,SE,17,49,1012.2,7,28.9,No,No
Albury,15.9,31.2,0,NA,NA,S,6,40,1013.9,NA,29.6,No,No
Albury,19.6,28,0,NA,NA,SSE,15,54,1013.3,NA,26.5,No,No
Albury,16.1,21.4,0,NA,NA,WSW,13,86,1013.3,8,20.5,No,Yes
Albury,13.5,28.9,1.4,NA,NA,NNW,7,36,1010.6,8,27.7,Yes,No
Albury,14.5,30.5,0,NA,NA,W,7,37,1012.7,3,28.4,No,No
Albury,13.7,32.4,0,NA,NA,SW,17,29,1017.6,NA,30.5,No,No
Albury,14.2,34.5,0,NA,NA,ENE,11,27,1019.3,NA,32.9,No,No
Albury,15.2,36.1,0,NA,NA,NNE,11,15,1017.4,NA,34.7,No,Yes
Albury,17.6,25.5,1.4,NA,NA,S,7,100,1014.9,8,22,Yes,Yes
Albury,18.5,28,10.6,NA,NA,NE,11,67,1013.2,8,26.9,Yes,Yes
Albury,18.8,26.6,38.4,NA,NA,SSW,2,64,1010.3,NA,26.1,Yes,No
Albury,19.5,24.8,0.6,NA,NA,SE,11,69,1011.1,8,23.5,No,Yes
Albury,17.1,20.9,104.2,NA,NA,SE,20,88,1001.9,8,18.5,Yes,Yes
Albury,17,25.8,36.6,NA,NA,SE,24,46,1011.3,7,25.2,Yes,No
Albury,18.8,19.6,0,NA,NA,ESE,15,92,1011.1,8,17.1,No,Yes
Albury,16.7,24.8,66,NA,NA,WNW,20,65,1010.4,3,23.1,Yes,No
Albury,11.8,25.1,0,NA,NA,W,22,44,1014.8,NA,24.2,No,No
Albury,12.4,26.2,0,NA,NA,ESE,9,50,1017.3,4,24.8,No,No
Albury,15.8,23.2,0,NA,NA,SE,30,42,1020.2,7,22.3,No,No
Albury,15.1,24.1,0,NA,NA,SW,13,43,1010.2,8,23.2,No,No
Albury,12.1,27.1,0.4,NA,NA,WNW,24,46,1009.6,4,26.1,No,No
Albury,10.8,25.9,0,NA,NA,WNW,13,39,1013.9,NA,24.8,No,No
Albury,10,25.8,0,NA,NA,NW,11,41,1015.9,NA,24.8,No,No
Albury,13.1,27.8,0,NA,NA,WNW,11,46,1016.9,8,26,No,No
Albury,13.7,29.9,0,NA,NA,NNE,19,45,1016.1,8,28,No,No
Albury,15.5,29.3,0,NA,NA,SE,13,61,1014.8,8,24.5,No,Yes
Albury,17.2,30,9.6,NA,NA,NNE,24,44,1010.8,2,28.5,Yes,Yes
Albury,19.2,20.4,19.2,NA,NA,WNW,17,93,1012.3,8,16.9,Yes,Yes
Albury,12.6,24.4,17.4,NA,NA,W,11,50,1014.9,NA,23.8,Yes,No
Albury,10.4,25.5,0,NA,NA,ESE,6,46,1020.9,NA,23.6,No,No
Albury,11.6,26.3,0,NA,NA,SSE,9,41,1020.5,NA,24.8,No,No
Albury,12.4,28.4,0,NA,NA,NNE,15,47,1013.1,2,26.9,No,No
Albury,16.5,27.7,0,NA,NA,WNW,28,61,1004.2,8,25.4,No,No
Albury,8.2,22.1,0,NA,NA,W,7,46,1006.1,NA,21.5,No,No
Albury,11,18.3,0,NA,NA,W,31,47,1006.9,3,16.7,No,No
Albury,8.9,19.7,0.4,NA,NA,W,22,54,1015.4,5,17.5,No,No
Albury,6.2,21,0,NA,NA,WNW,13,46,1020.5,NA,19.8,No,No
Albury,7.7,23,0,NA,NA,NW,17,45,1020.6,1,22.3,No,No
Albury,10.6,22,0,NA,NA,N,6,57,1020.6,NA,21.1,No,No
Albury,13.5,23.4,0,NA,NA,ESE,13,75,1018.1,8,21.9,No,Yes
Albury,9.4,25.4,1.4,NA,NA,ESE,7,43,1017.4,NA,24.3,Yes,No
Albury,11,26.5,0,NA,NA,NNE,9,44,1016,1,25.5,No,No
Albury,10.2,27.6,0,NA,NA,NE,17,40,1015.6,NA,26.7,No,No
Albury,12.6,26.3,0,NA,NA,WNW,15,47,1015.1,8,25.2,No,No
Albury,11.1,25.9,0,NA,NA,NNW,9,42,1014.6,NA,25.5,No,No
Albury,12.9,29.9,0,NA,NA,N,13,41,1012,2,29.1,No,No
Albury,13.1,28.1,0,NA,NA,SSE,4,52,1013.9,NA,27.2,No,No
Albury,12.7,28.5,0,NA,NA,SSW,7,51,1016.4,NA,27.8,No,No
Albury,14.5,28.6,0,NA,NA,NNE,17,51,1013.2,5,28,No,No
Albury,10.1,20.4,0,NA,NA,WNW,19,41,1018.8,NA,19.9,No,No
Albury,5.4,19.1,0,NA,NA,W,22,45,1016,2,18.2,No,No
Albury,5,18.6,0,NA,NA,WSW,30,58,1018.2,8,14.6,No,No
Albury,1,17.5,0,NA,NA,WNW,9,37,1028.9,2,16.9,No,No
Albury,3,20.1,0,NA,NA,ENE,6,34,1031,NA,19,No,No
Albury,4.3,21.7,0,NA,NA,WSW,13,35,1031.1,NA,21,No,No
Albury,4.8,22.7,0,NA,NA,S,7,33,1028.1,NA,21.9,No,No
Albury,6.7,19.8,0,NA,NA,SE,9,63,1023.9,1,19.6,No,No
Albury,9.4,25.4,0,NA,NA,NNE,7,38,1022.3,3,25.1,No,No
Albury,8.2,26.2,0,NA,NA,SSW,11,36,1022.3,1,25.8,No,No
Albury,9.9,24.9,0,NA,NA,SSE,19,38,1022,NA,24.5,No,No
Albury,13.7,26.2,0,NA,NA,SSE,15,48,1018.3,NA,26,No,No
Albury,16.9,21.4,0.8,NA,NA,E,17,76,1015.8,4,20.5,No,Yes
Albury,14.6,22.7,34.2,NA,NA,E,2,62,1014.7,1,21.9,Yes,No
Albury,11.2,25.4,0,NA,NA,SE,6,50,1012.1,NA,25.3,No,Yes
Albury,14,23,1.4,NA,NA,NNE,20,57,1008.7,8,21.8,Yes,Yes
Albury,12.2,22.5,8.2,NA,NA,NNW,19,42,1008.6,1,22.4,Yes,No
Albury,10,14.2,0.8,NA,NA,W,15,79,1013.5,8,11.2,No,No
Albury,7.3,17,1,NA,NA,W,22,63,1013.6,7,16.8,No,No
Albury,5,17,0,NA,NA,NW,11,63,1019.4,NA,16.7,No,No
Albury,5.5,19.6,0,NA,NA,WNW,7,58,1021.2,6,19.2,No,No
Albury,5.4,19.6,0,NA,NA,WNW,17,56,1019.2,NA,19.2,No,No
Albury,4.6,18.4,0,NA,NA,SSE,11,47,1020.7,NA,17.8,No,No
Albury,4.4,19.9,0,NA,NA,NE,11,50,1022.8,1,19.4,No,No
Albury,6.8,20.7,0,NA,NA,E,15,56,1021.3,7,19.8,No,No
Albury,7.6,16.3,0,NA,NA,WNW,22,89,1019.5,8,15.8,No,Yes
Albury,2,14.7,1.6,NA,NA,WNW,20,53,1020.8,1,13.8,Yes,No
Albury,3.5,15.7,0,NA,NA,W,19,56,1020.4,1,14.9,No,No
Albury,3.2,15.5,0,NA,NA,W,11,65,1017.1,NA,14.7,No,No
Albury,4.1,13.3,0,NA,NA,ENE,13,71,1017.8,8,12.6,No,No
Albury,4,14.5,0,NA,NA,E,11,68,1017.5,5,13.8,No,No
Albury,5.5,20.3,0,NA,NA,NE,13,49,1016,1,20,No,No
Albury,7.2,17,0,NA,NA,SE,7,72,1019,5,16.3,No,No
Albury,7.5,21.4,0.4,NA,NA,S,7,56,1019.5,7,21,No,No
Albury,6.2,19.5,0,NA,NA,WNW,19,64,1016.7,8,17.3,No,No
Albury,1,14.7,0,NA,NA,SW,19,53,1018.1,8,13.3,No,No
Albury,6.4,14.8,0,NA,NA,WSW,20,56,1016.2,6,13.6,No,No
Albury,-0.4,15.5,0,NA,NA,NNW,4,46,1024.3,NA,14.3,No,No
Albury,0.4,17.5,0,NA,NA,NW,6,52,1024.1,NA,17.2,No,No
Albury,3.2,17,0,NA,NA,ENE,9,58,1023.7,2,16.4,No,No
Albury,2.3,16.7,0,NA,NA,ESE,7,51,1022.7,NA,15.5,No,No
Albury,2.3,15.3,0,NA,NA,E,7,65,1023,NA,14.8,No,No
Albury,2.6,17.8,0,NA,NA,SE,7,59,1022.5,NA,16.6,No,No
Albury,1.9,17.2,0,NA,NA,N,9,50,1024.1,NA,15.9,No,No
Albury,0.9,15,0,NA,NA,NA,0,59,1022.9,5,13.3,No,No
Albury,1.9,15.6,0,NA,NA,NNE,9,54,1021.7,7,15.2,No,No
Albury,4.2,19.9,0,NA,NA,NNE,20,38,1017.4,NA,19.4,No,No
Albury,7.8,17,0,NA,NA,S,11,96,1015.2,8,11.8,No,Yes
Albury,5.5,9.4,29.4,NA,NA,NNW,22,86,1008.6,8,8.6,Yes,Yes
Albury,6.7,13.2,6,NA,NA,WNW,13,79,1015.3,8,12.2,Yes,No
Albury,5.7,15.4,0.4,NA,NA,W,13,63,1022.2,1,15,No,No
Albury,1.9,15.9,0.2,NA,NA,WSW,11,57,1027.1,NA,15.2,No,No
Albury,1.7,17.4,0,NA,NA,W,9,56,1031.9,NA,16.4,No,No
Albury,2.1,18.2,0,NA,NA,NA,0,57,1032.5,NA,16.3,No,No
Albury,1.1,16.1,0,NA,NA,SE,4,63,1030.9,NA,15.6,No,No
Albury,3.5,16.3,0,NA,NA,E,2,56,1025.9,NA,15.8,No,No
Albury,2.2,14.6,0,NA,NA,NA,0,60,1019.2,NA,13.9,No,Yes
Albury,5.7,13.7,3.6,NA,NA,SSE,9,72,1012.6,8,13.4,Yes,No
Albury,4.8,14.5,0,NA,NA,W,19,86,1005.1,8,10.8,No,Yes
Albury,6.2,16,6,NA,NA,SE,28,52,1008.5,NA,14.8,Yes,No
Albury,-1,15.1,0,NA,NA,WSW,11,50,1020.8,NA,14.6,No,No
Albury,0.1,14.3,0,NA,NA,S,4,52,1024,NA,13.4,No,No
Albury,-0.8,13.9,0.2,NA,NA,NNW,4,54,1025.5,NA,13.3,No,No
Albury,0,14.8,0,NA,NA,SE,6,64,1025.2,5,12.5,No,No
Albury,0.2,15.6,0,NA,NA,SSW,6,50,1024.4,1,15.1,No,No
Albury,-0.3,15.9,0,NA,NA,SSE,7,52,1022.2,NA,14.5,No,No
Albury,0.4,16.4,0.2,NA,NA,SE,7,53,1020.4,NA,15.1,No,No
Albury,0.2,15.2,0,NA,NA,ESE,7,60,1019.7,NA,15.1,No,No
Albury,2.3,16.7,0,NA,NA,NE,17,65,1013.8,8,15.4,No,No
Albury,7.3,15.6,0,NA,NA,W,9,59,1013.5,NA,13.9,No,No
Albury,1.4,10.3,0,NA,NA,E,6,86,1015,7,9.9,No,No
Albury,4.4,11.6,0,NA,NA,NNW,13,89,1020.5,7,10.2,No,No
Albury,1.3,12.7,0,NA,NA,WNW,11,75,1023.5,8,11.3,No,Yes
Albury,5.6,14.2,2.8,NA,NA,W,15,53,1021,NA,13.7,Yes,No
Albury,-1.3,11.7,0,NA,NA,NE,13,64,1018.8,7,11.4,No,No
Albury,3,13.8,0.6,NA,NA,NNE,17,59,1007.8,8,13.7,No,Yes
Albury,7.5,9.7,5.2,NA,NA,WNW,15,90,1009,8,8.9,Yes,No
Albury,-1.7,10.6,0.8,NA,NA,NW,17,68,1025.3,8,10.4,No,No
Albury,0.2,11.3,0.4,NA,NA,WNW,9,89,1029.9,8,10.9,No,Yes
Albury,3.1,13.3,1.4,NA,NA,W,20,81,1028.4,8,12,Yes,No
Albury,2.4,14.3,1,NA,NA,SE,7,67,1028.6,8,12.8,No,No
Albury,1.8,13.7,0,NA,NA,SE,7,67,1027.7,8,13.1,No,No
Albury,1.2,12.3,0,NA,NA,SE,7,74,1019.4,7,11.8,No,Yes
Albury,5.5,15.5,3.8,NA,NA,N,19,68,1008.8,8,14.8,Yes,Yes
Albury,0.6,11.7,4.6,NA,NA,NNW,19,68,1011.6,8,11.1,Yes,Yes
Albury,3.7,9.6,3.8,NA,NA,WNW,9,91,1014.7,8,8.2,Yes,Yes
Albury,6.4,12.3,4.6,NA,NA,W,17,74,1020,NA,12,Yes,No
Albury,0.3,12.6,0,NA,NA,WNW,15,67,1022.1,NA,12.3,No,No
Albury,-0.2,13.9,0.2,NA,NA,S,6,47,1028.6,NA,12.2,No,No
Albury,-1,14.2,0.2,NA,NA,E,7,48,1033.2,NA,12.7,No,No
Albury,-2,12.9,0,NA,NA,SSE,2,53,1032.9,NA,12.9,No,No
Albury,-2.5,13.3,0,NA,NA,SE,7,58,1030.7,NA,12.8,No,No
Albury,-1.6,13.7,0.2,NA,NA,SE,7,59,1027.8,NA,13.6,No,No
Albury,0.2,15.1,0,NA,NA,SE,9,60,1024.2,1,14.3,No,Yes
Albury,5.2,11.9,2.4,NA,NA,NE,22,97,1015.6,8,11.2,Yes,Yes
Albury,9,14,27.2,NA,NA,NNE,15,73,1017.8,3,13,Yes,No
Albury,3.8,12.6,0,NA,NA,SE,11,90,1010.6,7,11.4,No,Yes
Albury,7.1,15.8,15.4,NA,NA,WNW,13,81,1008.5,8,14.3,Yes,Yes
Albury,9.8,14.5,14.2,NA,NA,NW,19,72,1010.2,7,13,Yes,Yes
Albury,6.4,11.3,9.4,NA,NA,WNW,17,64,1021.6,8,10.2,Yes,Yes
Albury,7.2,12.4,2.8,NA,NA,N,15,89,1027.2,8,12,Yes,No
Albury,8.7,15.4,0.4,NA,NA,NNW,9,66,1022.8,8,14.2,No,No
Albury,7.7,15.3,0,NA,NA,NW,19,69,1017.8,8,11.9,No,No
Albury,-0.8,12.7,0.6,NA,NA,W,17,58,1023.2,3,11.1,No,No
Albury,2.3,15.3,0,NA,NA,WSW,17,67,1027.3,8,13.7,No,No
Albury,1.4,15.3,0,NA,NA,SSW,7,53,1030.3,NA,14.8,No,No
Albury,0,15.7,0.2,NA,NA,WNW,11,54,1030,NA,15.1,No,No
Albury,-0.1,16.1,0,NA,NA,WNW,4,49,1028.3,1,15.5,No,No
Albury,0.4,13.6,0,NA,NA,SE,7,66,1025.5,NA,13.2,No,No
Albury,2.9,14.6,0,NA,NA,NE,13,64,1016.8,8,14.1,No,Yes
Albury,7,14.8,2.4,NA,NA,NNW,15,55,1010.8,NA,14.4,Yes,Yes
Albury,6.7,11.5,6.2,NA,NA,NE,9,86,1012.3,4,10.3,Yes,Yes
Albury,4.1,13.2,4,NA,NA,WNW,15,71,1020.1,8,12.4,Yes,Yes
Albury,1.1,13.7,1.8,NA,NA,WSW,20,55,1024.6,6,13.4,Yes,No
Albury,-0.6,13.1,0,NA,NA,SE,6,56,1026.3,NA,12.5,No,No
Albury,-1.3,13.9,0,NA,NA,ENE,9,47,1025.5,NA,12.4,No,No
Albury,-0.5,13.7,0.2,NA,NA,W,9,50,1022.5,2,13.4,No,No
Albury,-1.8,12.1,0,NA,NA,SW,2,65,1020.3,NA,11.2,No,No
Albury,2.5,14.9,0,NA,NA,N,13,53,1015.8,7,13.3,No,No
Albury,1.5,14.9,0,NA,NA,W,9,62,1015.9,8,13.8,No,Yes
Albury,3,16.6,2,NA,NA,WNW,19,59,1010.6,8,15.4,Yes,Yes
Albury,4.1,11.9,1.4,NA,NA,W,17,60,1020.7,6,11.1,Yes,No
Albury,2.6,13.4,0,NA,NA,NW,19,49,1023.6,NA,13.1,No,No
Albury,-0.5,16.3,0,NA,NA,NNE,15,54,1016.5,NA,15.9,No,Yes
Albury,5.7,11.8,11.2,NA,NA,WSW,19,82,1017.7,8,7,Yes,No
Albury,-0.5,15.4,1,NA,NA,SW,28,45,1022.9,NA,15.2,No,No
Albury,-0.7,16.6,0,NA,NA,ESE,9,47,1024.9,NA,15.2,No,No
Albury,0.6,16.5,0,NA,NA,W,9,46,1025.1,NA,16.3,No,No
Albury,-0.1,15.4,0,NA,NA,SE,11,61,1024.2,5,13.9,No,No
Albury,1.9,16,0,NA,NA,NNW,15,54,1016.9,1,15.4,No,Yes
Albury,2.1,13,1.2,NA,NA,W,11,67,1015,2,12.6,Yes,No
Albury,6.2,14.7,0.6,NA,NA,NW,17,63,1010.3,8,13.2,No,Yes
Albury,6.4,11.7,13.4,NA,NA,NW,31,69,1001.3,8,10.6,Yes,Yes
Albury,3,14.9,6.6,NA,NA,W,20,74,1012.5,8,12.8,Yes,No
Albury,0.6,13.3,0,NA,NA,WNW,15,62,1022,NA,12.8,No,No
Albury,2.1,12.4,0,NA,NA,S,6,55,1020.4,2,11.7,No,No
Albury,2.1,16.4,0,NA,NA,NE,19,45,1015.3,1,15.6,No,No
Albury,6.2,19.4,0,NA,NA,ENE,19,50,1005.7,NA,18.5,No,No
Albury,8.2,13.6,1,NA,NA,WSW,2,96,1004.1,7,11.7,No,Yes
Albury,5.3,11.4,9.4,NA,NA,NW,20,70,1012.9,8,11.1,Yes,Yes
Albury,6.1,10.7,2,NA,NA,NW,13,63,1019.6,8,10.6,Yes,No
Albury,7,14.2,0.8,NA,NA,W,19,50,1020.5,6,13.8,No,No
Albury,-0.2,14.3,0,NA,NA,S,7,59,1023.2,1,13.9,No,No
Albury,1.2,15.3,0,NA,NA,ENE,11,55,1019.9,NA,14.8,No,No
Albury,2.9,17.6,0,NA,NA,N,17,48,1007.7,NA,17,No,No
Albury,6.2,12.8,0.6,NA,NA,W,26,53,1014.3,6,10.9,No,No
Albury,3.4,13.4,1,NA,NA,WSW,26,47,1018,7,12.9,No,No
Albury,-1.3,15,0.4,NA,NA,WSW,9,44,1023.1,NA,14.2,No,No
Albury,0,16.2,0,NA,NA,WSW,19,45,1022.5,NA,15.2,No,No
Albury,0.6,18.7,0,NA,NA,ESE,7,48,1021.5,NA,17.9,No,No
Albury,4.3,21.2,0,NA,NA,N,13,36,1019.1,NA,20.7,No,No
